LotFrontageSF,LotAreaSF,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMaterial,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,FirstFlrSF,SecondFlrSF,GrLivArea,GarageType,GarageYrBlt,GarageCars,GarageSF,GarageQual,WoodDeckSF,OpenPorchSF,MiscFeature,SalePrice
0,12224,Single Family Detached,2 Story,6,5,2000,2000,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,695,992,GasA,5,Yes,1022,1032,2054,Built-In,2000,2,390,3,24,48,None,244000
75,7388,Single Family Detached,1 Story,5,6,1959,2002,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,405,1063,GasA,4,Yes,1327,0,1327,Detached,1974,2,624,3,0,0,None,150750
0,6853,Single Family Detached,1 Story,8,5,2001,2002,Gable,Standard Composite Shingle,4,3,Poured Concrete,5,3,1005,1267,GasA,5,Yes,1296,0,1296,Attached,2001,2,471,3,192,25,None,220000
78,10335,Single Family Detached,1 Story,5,6,1968,1993,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,570,1461,GasA,4,Yes,1721,0,1721,Attached,1968,2,440,3,0,96,None,180000
80,10400,Single Family Detached,1 Story,7,6,1970,1970,Hip,Standard Composite Shingle,3,3,Poured Concrete,3,3,0,1304,GasA,4,Yes,1682,0,1682,Attached,1970,2,530,3,98,0,None,174000
0,10355,Single Family Detached,1 Story,5,5,1967,1967,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,695,1214,GasA,3,Yes,1214,0,1214,Attached,1967,1,318,3,0,111,None,143000
82,11070,Duplex,1 Story,7,5,1988,1989,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,0,1907,GasA,4,Yes,1959,0,1959,More than one type,1989,3,766,3,0,0,Second Garage,171000
73,9066,Single Family Detached,2 Story,8,5,1999,2000,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,668,1004,GasA,5,Yes,1004,848,1852,Attached,1999,3,660,3,224,106,None,230000
65,15426,Single Family Detached,2 Story,6,5,1997,1997,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,821,928,GasA,5,Yes,928,836,1764,Attached,1997,2,470,3,276,99,None,231500
70,10500,Single Family Detached,1 Story,4,5,1971,1971,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,432,864,GasA,3,Yes,864,0,864,None,1971,0,0,0,0,0,None,115000
78,11645,Single Family Detached,1 Story,7,5,2005,2005,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,1300,1734,GasA,5,Yes,1734,0,1734,Attached,2005,2,660,3,160,24,None,260000
71,8520,Single Family Detached,1.5 Story,5,4,1952,1952,Gable,Standard Composite Shingle,3,2,Cinder Block,3,3,507,910,GasA,2,Yes,910,475,1385,Detached,2000,2,720,3,0,0,None,166000
78,10335,Single Family Detached,1 Story,7,5,1999,1999,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,679,1490,GasA,5,Yes,1501,0,1501,Attached,1999,2,577,3,144,29,None,204000
70,9100,Duplex,1 Story,5,5,1963,1963,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,1332,1728,GasA,3,Yes,1728,0,1728,Detached,1963,2,504,3,0,0,None,125000
24,2522,Townhouse,2 Story,6,5,2004,2006,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,970,GasA,5,Yes,970,739,1709,Detached,2004,2,380,3,0,40,None,130000
51,6120,Single Family Detached,1 Story,5,7,1931,1993,Gable,Standard Composite Shingle,3,3,Brick & Tile,3,3,209,715,GasA,3,Yes,875,0,875,Detached,1931,1,180,2,48,0,None,105000
0,9505,Single Family Detached,2 Story,7,5,2001,2001,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,884,GasA,5,Yes,884,1151,2035,Built-In,2001,2,434,3,144,48,None,222500
63,7500,Single Family Detached,1 Story,7,5,2004,2005,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,680,1080,GasA,5,Yes,1080,0,1080,None,2004,0,0,0,0,0,None,141000
0,6240,Single Family Detached,1.5 Story,5,4,1936,1950,Gable,Standard Composite Shingle,3,3,Brick & Tile,4,3,0,896,GasA,4,Yes,896,448,1344,Detached,1936,1,240,2,200,114,None,115000
120,10356,Single Family Detached,1 Story,5,6,1975,1975,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,716,969,GasA,3,Yes,969,0,969,Attached,1975,2,440,3,0,0,None,122000
107,13891,Single Family Detached,1 Story,8,5,2007,2008,Hip,Standard Composite Shingle,4,3,Poured Concrete,5,3,1400,1710,GasA,5,Yes,1710,0,1710,Attached,2007,3,866,3,0,102,None,372402
0,14803,Single Family Detached,2 Story,6,5,1971,1971,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,416,825,GasA,4,Yes,1097,896,1993,Attached,1971,2,495,3,0,66,None,190000
0,13500,Single Family Detached,1 Story,6,7,1960,1975,Flat,Standard Composite Shingle,3,3,Cinder Block,4,3,429,1602,GasA,4,Yes,1252,0,1252,Attached,1960,2,564,3,409,0,None,235000
84,11340,Single Family Detached,1 Story,6,5,1923,1950,Gable,Standard Composite Shingle,3,3,Brick & Tile,3,3,0,1200,GasA,3,Yes,1200,0,1200,Detached,1923,1,312,2,0,0,None,125000
60,9600,Single Family Detached,1.5 Story,6,5,1924,1950,Gable,Standard Composite Shingle,3,3,Brick & Tile,3,3,0,572,Grav,2,No,572,524,1096,None,1924,0,0,0,0,8,None,79000
60,7200,Single Family Detached,1 Story,5,7,1950,1950,Hip,Standard Composite Shingle,3,3,Cinder Block,0,0,0,0,GasA,3,Yes,1040,0,1040,Detached,1950,2,625,3,0,0,None,109500
92,12003,Single Family Detached,2 Story,8,5,2009,2010,Gable,Standard Composite Shingle,4,3,Poured Concrete,5,3,0,774,GasA,5,Yes,774,1194,1968,Built-In,2009,3,680,3,0,75,None,269500
100,12552,Single Family Detached,2 Story,7,5,2004,2005,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,222,991,GasA,5,Yes,991,956,1947,Attached,2004,2,678,3,0,136,None,254900
134,19378,Single Family Detached,2 Story,7,5,2005,2006,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,57,1392,GasA,5,Yes,1392,1070,2462,Attached,2006,2,576,3,239,132,None,320000
0,11120,Single Family Detached,1 Story,6,6,1984,1984,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,660,1232,GasA,3,Yes,1232,0,1232,Attached,1984,2,516,3,0,0,None,162500
110,13688,Single Family Detached,2 Story,9,5,2003,2004,Gable,Standard Composite Shingle,4,3,Poured Concrete,5,3,1016,1572,GasA,5,Yes,1572,1096,2668,Built-In,2003,3,726,3,400,0,None,412500
95,12182,Single Family Detached,1 Story,7,5,2005,2005,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,1201,1541,GasA,5,Yes,1541,0,1541,Attached,2005,2,532,3,0,70,None,220000
55,5500,Single Family Detached,1.5 Story,4,6,1956,1956,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,0,882,GasA,5,Yes,882,0,882,None,1956,0,0,0,0,0,None,103200
40,5400,Single Family Detached,1 Story,6,7,1926,2004,Gable,Standard Composite Shingle,3,4,Brick & Tile,3,3,370,1149,GasA,4,Yes,1149,467,1616,Detached,1926,1,216,3,0,0,None,152000
62,10106,Two Family Conversion,1.5 Story,5,7,1940,1999,Gable,Standard Composite Shingle,3,4,Brick & Tile,3,3,351,644,GasA,4,Yes,808,547,1355,None,1940,0,0,0,140,0,None,127500
0,10708,Single Family Detached,1 Story,5,5,1955,1993,Hip,Standard Composite Shingle,4,3,Cinder Block,3,3,379,1617,GasA,5,Yes,1867,0,1867,Attached,1955,1,303,3,476,0,None,190000
86,10562,Single Family Detached,2 Story,8,5,2007,2007,Gable,Standard Composite Shingle,4,3,Poured Concrete,5,3,1288,1582,GasA,5,Yes,1610,551,2161,Attached,2007,3,789,3,178,120,None,325624
62,8244,Single Family Detached,2 Story,7,5,2004,2004,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,840,GasA,5,Yes,840,880,1720,Attached,2004,2,440,3,100,48,None,183500
0,16669,Single Family Detached,1 Story,8,6,1981,1981,Hip,Wood Shakes,4,3,Cinder Block,4,3,0,1686,GasA,3,Yes,1707,0,1707,Attached,1981,2,511,3,574,64,None,228000
0,12358,Single Family Detached,1.5 Story,5,6,1941,1950,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,360,720,GasA,3,Yes,854,0,1382,Detached,1991,2,660,3,237,0,None,128500
141,31770,Single Family Detached,1 Story,6,5,1960,1960,Hip,Standard Composite Shingle,3,3,Cinder Block,3,4,639,1080,GasA,2,Yes,1656,0,1656,Attached,1960,2,528,3,210,62,None,215000
44,5306,Townhouse End Unit,2 Story,7,7,1987,1987,Gable,Standard Composite Shingle,4,4,Poured Concrete,4,4,495,1064,GasA,4,Yes,1064,703,1767,Attached,1987,2,504,4,441,35,None,239000
80,10197,Single Family Detached,1 Story,6,5,1961,1961,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,288,1362,GasA,3,Yes,1362,0,1362,Attached,1961,2,504,3,0,20,None,163000
47,12416,Single Family Detached,1 Story,6,5,1986,1986,Gable,Standard Composite Shingle,3,3,Cinder Block,4,2,1398,1606,GasA,3,Yes,1651,0,1651,Attached,1986,2,616,3,192,0,None,184000
84,12615,Single Family Detached,1 Story,6,7,1950,2001,Gable,Standard Composite Shingle,3,3,Cinder Block,3,4,477,1202,GasA,3,Yes,2158,0,2158,Attached,1950,2,576,3,0,29,None,243000
97,10029,Single Family Detached,2 Story,6,5,1988,1989,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,831,1151,GasA,3,Yes,1164,896,2060,Attached,1988,2,521,3,0,228,None,211000
0,13650,Single Family Detached,1.5 Story,5,5,1958,1958,Gable,Standard Composite Shingle,4,4,Cinder Block,3,3,57,1052,GasA,5,Yes,1252,668,1920,Attached,1958,2,451,3,0,0,None,172500
63,17423,Single Family Detached,1 Story,9,5,2008,2009,Hip,Standard Composite Shingle,5,3,Poured Concrete,5,3,1904,2216,GasA,5,Yes,2234,0,2234,Attached,2009,3,1166,3,0,60,None,501837
60,8520,Single Family Detached,1 Story,5,6,1923,2006,Gable,Standard Composite Shingle,4,3,Cinder Block,3,3,0,968,GasA,3,Yes,968,0,968,Detached,1935,2,480,2,0,0,None,100000
0,2117,Townhouse,2 Story,6,5,2000,2000,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,436,756,GasA,5,Yes,769,756,1525,Detached,2000,2,440,3,0,0,None,177000
54,7588,Single Family Detached,2 Story,7,6,1920,1950,Gable,Standard Composite Shingle,3,3,Brick & Tile,2,3,352,793,GasA,4,Yes,901,901,1802,Detached,1920,1,216,2,0,0,None,200100
60,9060,Single Family Detached,1 Story,5,6,1957,2006,Hip,Standard Composite Shingle,3,3,Poured Concrete,0,0,0,0,GasA,5,Yes,1340,0,1340,Attached,1957,1,252,3,116,0,None,120000
63,11426,Single Family Detached,1.5 Story,7,5,2003,2003,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,0,1362,GasA,5,Yes,1362,720,2082,Detached,2003,2,484,3,280,238,None,200000
92,7438,Single Family Detached,1.5 Story,5,8,1908,1991,Gable,Standard Composite Shingle,3,3,Poured Concrete,2,3,0,504,GasA,4,Yes,936,316,1252,Attached,1986,2,576,3,104,0,None,127000
90,22950,Single Family Detached,2.5 Story,10,9,1892,1993,Gable,Wood Shingles,4,4,Brick & Tile,3,3,0,1107,GasA,5,Yes,1518,1518,3608,Detached,1993,3,840,5,0,260,None,475000
0,9947,Single Family Detached,Split Level,7,5,1990,1991,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,611,1188,GasA,5,Yes,1217,0,1217,Attached,1990,2,497,3,168,27,None,173000
60,10410,Single Family Detached,1.5 Story,5,7,1916,1987,Gable,Standard Composite Shingle,3,3,Cinder Block,2,3,0,660,GasA,5,Yes,808,704,1656,Detached,1916,1,180,2,0,0,None,135000
64,7018,Duplex,Split Foyer,5,5,1979,1979,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,1086,1086,GasA,3,Yes,1224,0,1224,Detached,1979,2,528,3,120,0,None,153337
41,4923,Townhouse End Unit,1 Story,8,5,2001,2002,Gable,Standard Composite Shingle,4,3,Poured Concrete,5,3,1153,1593,GasA,5,Yes,1593,0,1593,Attached,2001,2,682,3,0,120,None,286000
70,10570,Single Family Detached,2 Story,8,8,1932,1994,Hip,Standard Composite Shingle,4,3,Cinder Block,4,4,297,853,GasA,3,Yes,1549,1178,2727,Detached,1932,2,440,3,0,74,None,315000
0,7472,Single Family Detached,2 Story,7,9,1972,2004,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,626,725,GasA,4,Yes,725,754,1479,Attached,1972,2,484,3,0,32,None,184000
68,9017,Single Family Detached,1 Story,7,5,1999,1999,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,560,1431,GasA,5,Yes,1431,0,1431,Attached,1999,2,666,3,0,35,None,192000
24,2522,Townhouse,2 Story,7,5,2004,2004,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,970,GasA,5,Yes,970,739,1709,Detached,2004,2,380,3,0,40,None,130000
60,7180,Single Family Detached,1 Story,5,7,1972,1972,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,390,864,GasA,3,Yes,864,0,864,Detached,1989,1,352,3,0,0,None,127000
24,2280,Townhouse,2 Story,6,6,1976,1976,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,566,855,GasA,3,Yes,855,601,1456,Attached,1976,2,440,3,87,0,None,148500
79,9416,Single Family Detached,1 Story,7,5,2007,2007,Hip,Standard Composite Shingle,5,3,Poured Concrete,5,3,1126,1726,GasA,5,Yes,1726,0,1726,Attached,2007,3,786,3,171,138,None,311872
174,25419,Single Family Detached,2 Story,8,4,1918,1990,Gable,Standard Composite Shingle,4,4,Poured Concrete,3,3,1036,1360,GasA,4,Yes,1360,1360,3112,Detached,1918,2,795,3,0,16,None,235000
92,5520,Single Family Detached,2.5 Story,6,6,1912,1950,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,0,755,GasA,5,Yes,929,929,2229,None,1912,0,0,0,0,198,None,104000
76,9591,Single Family Detached,1 Story,8,5,2004,2005,Hip,Standard Composite Shingle,4,3,Poured Concrete,5,3,1088,1713,GasA,5,Yes,1713,0,1713,Attached,2004,3,856,3,0,26,None,274900
80,8546,Single Family Detached,1 Story,4,5,2003,2004,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,0,1121,GasA,5,Yes,1121,0,1121,Attached,2003,2,440,3,132,64,None,140000
75,10125,Single Family Detached,1 Story,6,6,1977,1977,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,641,1196,GasA,3,Yes,1279,0,1279,Detached,1980,2,473,3,238,83,None,171500
50,7000,Single Family Detached,1.5 Story,6,6,1924,1950,Gable,Standard Composite Shingle,3,4,Brick & Tile,2,3,617,617,GasA,4,Yes,865,445,1310,Attached,1924,1,398,3,0,0,None,112000
0,4438,Townhouse End Unit,1 Story,6,5,2004,2004,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,662,848,GasA,5,Yes,848,0,848,Attached,2004,2,420,3,149,0,None,149000
50,3500,Single Family Detached,1.5 Story,5,7,1947,1950,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,312,720,GasA,3,Yes,720,564,1284,Detached,1948,1,240,3,0,35,None,110000
99,11851,Single Family Detached,1 Story,7,5,1990,1990,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,0,1424,GasA,5,Yes,1442,0,1442,Attached,1990,2,500,3,0,34,None,180500
40,13673,Single Family Detached,1 Story,5,5,1962,1962,Gable,Standard Composite Shingle,3,4,Cinder Block,3,3,0,1140,GasA,3,Yes,1696,0,1696,Attached,1962,1,349,3,0,30,None,143900
0,12493,Single Family Detached,1 Story,4,5,1960,1960,Gable,Standard Composite Shingle,3,3,Poured Concrete,3,3,419,1100,GasA,3,Yes,1100,0,1100,Attached,1960,1,312,3,355,0,None,141000
0,14364,Single Family Detached,2 Story,7,5,1988,1989,Gable,Standard Composite Shingle,4,3,Cinder Block,4,3,1065,1157,GasA,5,Yes,1180,882,2062,Attached,1988,2,454,3,60,55,None,277000
75,8250,Single Family Detached,1 Story,6,7,1964,1964,Hip,Standard Composite Shingle,3,3,Cinder Block,4,3,787,1092,GasA,5,Yes,1092,0,1092,Attached,1964,2,504,3,0,0,None,145000
67,5604,Single Family Detached,1 Story,5,6,1925,1950,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,468,864,GasA,3,No,864,0,864,None,1925,0,0,0,0,0,None,98000
83,10420,Single Family Detached,1 Story,6,5,2009,2009,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,36,1212,GasA,5,Yes,1212,0,1212,Attached,2009,2,460,3,100,22,None,186000
72,8640,Single Family Detached,2 Story,7,5,2009,2009,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,822,900,GasA,5,Yes,932,920,1852,Attached,2009,2,644,3,168,108,None,252678
43,13568,Single Family Detached,1 Story,5,5,1995,1995,Gable,Standard Composite Shingle,3,3,Poured Concrete,4,3,716,990,GasA,5,Yes,990,0,990,Attached,1996,2,576,3,224,0,None,156000
0,10900,Single Family Detached,2 Story,6,7,1977,1977,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,378,689,GasA,5,Yes,689,703,1392,Attached,1977,1,299,3,0,36,Shed,161750
72,10011,Single Family Detached,1 Story,5,6,1957,1996,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,360,1070,GasA,3,Yes,1236,0,1236,Attached,1957,1,447,3,0,0,None,134450
65,8450,Single Family Detached,1 Story,7,5,2004,2004,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,946,1436,GasA,5,Yes,1436,0,1436,Attached,2004,2,484,3,139,98,None,210000
57,9906,Single Family Detached,2 Story,4,4,1925,1950,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,0,686,GasA,2,No,810,518,1328,Detached,1940,1,210,3,0,172,None,107000
0,15660,Single Family Detached,1.5 Story,7,9,1939,2006,Gable,Standard Composite Shingle,4,4,Cinder Block,3,3,341,798,GasA,5,Yes,1137,817,1954,Attached,1939,2,431,3,0,119,None,311500
43,3010,Townhouse End Unit,1 Story,7,5,2005,2006,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,16,1248,GasA,5,Yes,1248,0,1248,Attached,2005,2,438,3,108,0,None,167240
73,8990,Single Family Detached,1 Story,7,5,2006,2006,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,1498,GasA,5,Yes,1498,0,1498,Attached,2006,2,675,3,351,33,None,204900
0,8068,Single Family Detached,2 Story,6,5,2002,2002,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,1010,GasA,5,Yes,1010,1257,2267,Built-In,2002,2,390,3,120,46,None,200000
85,11475,Single Family Detached,2 Story,6,6,1975,1975,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,550,713,GasA,3,Yes,811,741,1552,Attached,1975,2,434,3,209,208,None,179900
70,10500,Single Family Detached,1 Story,4,6,1971,1971,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,524,864,GasA,4,Yes,864,0,864,Detached,1989,2,576,3,216,0,None,97000
103,13472,Single Family Detached,1 Story,10,5,2003,2003,Hip,Standard Composite Shingle,5,3,Poured Concrete,5,3,56,2392,GasA,5,Yes,2392,0,2392,Attached,2003,3,968,3,248,105,None,386250
21,1680,Townhouse,2 Story,5,5,1971,1971,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,0,630,GasA,3,Yes,630,672,1302,Detached,1991,1,280,3,0,0,None,112000
82,9950,Single Family Detached,2 Story,7,5,1995,1995,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,565,1203,GasA,5,Yes,1214,1306,2520,Attached,1995,3,721,3,224,114,None,290000
21,1869,Townhouse,2 Story,6,6,1970,1970,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,321,483,GasA,3,Yes,483,504,987,Detached,1987,1,280,3,0,0,None,106000
70,8521,Single Family Detached,1 Story,5,5,1967,1967,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,842,912,GasA,3,Yes,912,0,912,Detached,1974,1,336,3,0,0,None,125000
43,3182,Townhouse End Unit,1 Story,7,5,2005,2006,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,16,1373,GasA,5,Yes,1555,0,1555,Attached,2005,2,430,3,143,20,None,192500
73,8760,Single Family Detached,1 Story,6,6,1959,1959,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,0,1194,GasA,3,Yes,1194,0,1194,Attached,1959,1,312,3,0,0,None,148000
174,15138,Single Family Detached,2 Story,8,5,1995,1996,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,689,1462,GasA,5,Yes,1490,1304,2794,Attached,1995,3,810,3,0,146,None,403000
21,1680,Townhouse,2 Story,6,5,1972,1972,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,0,483,GasA,3,Yes,483,504,987,Attached,1972,1,288,3,0,0,None,94500
75,10650,Single Family Detached,1 Story,5,6,1976,1976,Gable,Standard Composite Shingle,3,3,Cinder Block,3,4,182,894,GasA,3,Yes,894,0,894,Attached,1976,1,308,3,365,0,None,128200
0,7851,Single Family Detached,2 Story,6,5,2002,2002,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,625,860,GasA,5,Yes,860,1100,1960,Built-In,2002,2,440,3,288,48,None,216500
21,1680,Townhouse End Unit,2 Story,6,3,1971,1971,Gable,Standard Composite Shingle,3,3,Cinder Block,3,3,358,483,GasA,3,Yes,483,504,987,Detached,1971,1,264,3,0,0,None,89500
65,8773,Single Family Detached,1 Story,7,5,2004,2004,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,24,1414,GasA,5,Yes,1414,0,1414,Attached,2004,2,494,3,132,105,None,185500
0,9453,Single Family Detached,2 Story,7,7,1993,2003,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,402,996,GasA,5,Yes,1014,730,1744,Attached,1993,2,457,3,370,70,None,194500
93,12030,Single Family Detached,1 Story,8,5,2007,2007,Hip,Standard Composite Shingle,5,3,Poured Concrete,5,3,0,1694,GasA,5,Yes,1694,0,1694,Attached,2007,3,818,3,168,228,None,318000
52,8741,Single Family Detached,1.5 Story,6,4,1945,1950,Gable,Standard Composite Shingle,3,3,Cinder Block,3,2,94,735,GasA,3,Yes,798,689,1487,Detached,1949,1,220,3,0,140,None,113000
75,9000,Single Family Detached,1 Story,8,5,2008,2008,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,1078,1566,GasA,5,Yes,1566,0,1566,Attached,2008,2,750,3,144,168,None,262500
40,3880,Single Family Detached,1 Story,5,9,1945,1997,Gable,Standard Composite Shingle,3,4,Cinder Block,3,3,329,686,GasA,4,Yes,866,0,866,None,1945,0,0,0,58,42,None,110500
63,5000,Single Family Detached,1.5 Story,5,4,1900,1950,Gable,Standard Composite Shingle,3,3,Brick & Tile,3,3,0,540,GasA,4,No,889,551,1440,Attached,1940,1,352,2,0,0,None,79000
75,10762,Townhouse End Unit,2 Story,6,6,1980,1980,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,0,626,GasA,3,Yes,626,591,1217,Attached,1980,1,288,3,0,28,None,120000
0,8880,Single Family Detached,2 Story,7,5,1994,2002,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,695,948,GasA,5,Yes,1222,888,2110,Attached,1994,2,463,3,0,130,None,205000
80,10400,Single Family Detached,1 Story,7,5,1988,1988,Gable,Standard Composite Shingle,3,3,Cinder Block,4,3,929,1845,GasA,4,Yes,1872,0,1872,Attached,1988,2,604,3,197,39,None,241500
69,9142,Two Family Conversion,2 Story,6,8,1910,1950,Gable,Standard Composite Shingle,3,2,Stone,2,3,0,1020,GasA,4,No,908,1020,1928,Detached,1910,1,440,1,0,60,None,137000
75,11310,Single Family Detached,1 Story,6,5,1954,1954,Hip,Standard Composite Shingle,3,3,Cinder Block,3,3,0,1367,GasA,5,Yes,1375,0,1375,Attached,1954,2,451,3,0,30,None,140000
72,11317,Single Family Detached,2 Story,7,5,2003,2003,Gable,Standard Composite Shingle,4,3,Poured Concrete,4,3,0,840,GasA,5,Yes,840,828,1668,Attached,2003,2,500,3,144,68,None,180000
0,159000,Single Family Detached,1.5 Story,6,7,1958,2006,Gable,Standard Composite Shingle,4,3,Cinder Block,4,3,697,1444,GasA,4,Yes,1444,700,2144,Attached,1958,2,389,3,0,98,Shed,277000
55,5350,Single Family Detached,1 Story,3,2,1940,1966,Gable,Standard Composite Shingle,3,1,Cinder Block,3,3,0,728,GasA,5,Yes,1306,0,1306,None,1940,0,0,0,263,0,Shed,76500
44,4750,Townhouse End Unit,1 Story,8,5,2006,2007,Hip,Standard Composite Shingle,4,3,Poured Concrete,4,3,1573,1573,GasA,5,Yes,1625,0,1625,Attached,2006,2,538,3,123,0,None,235000
